Id,Age,MF,LoE,YoW,YoCW,Income,Housing,Car,Res
407,47,F,Dip,13,7,1454307,R,False,Reject
408,55,M,Bach,18,10,3861206,R,False,Accept
409,53,M,Ad. Dip,6,6,9352887,R,True,Reject
410,76,M,Dip,3,3,3412117,R,True,Accept
411,21,M,Doct,12,12,3102332,R,False,Accept
412,31,M,Doct,8,8,7053325,R,False,Accept
413,53,F,Ad. Dip,7,7,2915711,R,False,Reject
414,43,M,Doct,0,0,4110066,R,False,Accept
415,60,M,Doct,16,3,5886958,R,False,Accept
416,71,M,Dip,5,5,5793046,R,False,Accept
417,49,M,Doct,19,9,1625328,R,True,Accept
418,42,M,Bach,18,3,8056757,R,False,Accept
419,39,M,Dip,7,7,6979096,R,False,Accept
420,21,M,Bach,18,11,3474234,R,False,Accept
421,40,M,Dip,9,7,6877905,R,True,Reject
422,56,M,Dip,13,8,6744134,R,True,Reject
423,35,M,Mst,18,6,9370149,R,False,Accept
424,51,M,Bach,6,4,7942966,R,True,Accept
425,58,M,Doct,10,4,6244382,R,False,Accept
426,72,M,Dip,4,4,9768431,O,True,Accept
427,43,M,P. Doct,13,8,6674100,R,False,Accept
428,68,M,Dip,1,1,1810800,R,False,Reject
429,37,M,Mst,5,5,6357644,R,False,Accept
430,24,M,Bach,15,14,271925,R,False,Accept
431,68,M,Bach,18,14,1808178,R,True,Accept
432,50,M,Dip,19,4,4403214,R,False,Accept
433,50,M,Mst,6,6,4032380,R,False,Accept
434,73,M,Doct,4,4,5544342,O,False,Accept
435,57,M,Dip,1,1,2359192,R,False,Reject
436,44,M,P. Doct,18,14,8087598,R,False,Accept
437,71,M,Bach,1,1,1861491,R,True,Accept
438,55,M,Ad. Dip,2,2,2139874,R,True,Reject
439,50,M,Dip,2,2,8516122,R,False,Accept
440,34,M,Bach,1,1,67177,R,False,Accept
441,21,M,Dip,7,7,3873393,R,True,Reject
442,23,M,Doct,2,2,7541730,R,False,Accept
443,21,M,Doct,5,5,4239717,R,False,Accept
444,23,M,Mst,17,11,2860021,N,False,Accept
445,79,M,Mst,18,5,8440210,R,False,Accept
446,74,M,Doct,6,3,74114,R,True,Accept
447,64,F,Bach,7,7,2212744,R,False,Accept
448,68,M,Ad. Dip,17,12,9905552,R,False,Accept
449,27,M,Ad. Dip,16,14,1697857,R,False,Reject
450,78,M,Mst,13,11,3957826,R,False,Reject
451,24,M,Dip,20,8,4536029,R,False,Reject
452,50,M,Doct,9,4,5301870,R,False,Accept
453,43,F,Bach,4,4,7059372,O,False,Accept
454,56,M,Bach,12,12,848202,R,True,Accept
455,44,M,Bach,18,9,353654,O,False,Accept
456,70,F,Dip,9,5,7363274,R,False,Accept
457,65,M,Bach,4,3,8720580,R,True,Accept
458,21,F,Mst,8,7,16890,R,False,Accept
459,56,M,P. Doct,1,1,1999332,R,False,Accept
460,67,F,Doct,9,5,2687305,R,False,Accept
461,44,M,Bach,10,8,3267028,R,False,Accept
462,48,F,Dip,6,6,5675460,R,False,Accept
463,77,M,Mst,10,9,702863,R,False,Accept
464,31,M,Doct,6,6,8757398,R,True,Accept
465,47,M,Bach,3,3,6646287,R,False,Accept
466,41,M,Bach,6,6,4531094,R,False,Accept
467,54,M,Ad. Dip,8,8,2562525,R,True,Reject
468,59,M,Mst,10,6,4925213,N,True,Accept
469,24,M,Ad. Dip,18,4,6258651,R,False,Accept
470,63,M,Ad. Dip,0,0,8331889,R,False,Accept
471,23,M,Bach,0,0,383282,R,True,Accept
472,24,F,Mst,10,10,2431771,R,False,Accept
473,48,M,Mst,6,6,3831317,R,False,Accept
474,39,M,Bach,11,11,4991059,R,False,Accept
475,28,M,Bach,9,9,5178562,R,False,Accept
476,72,F,Ad. Dip,16,9,1636777,R,True,Reject
477,57,M,Ad. Dip,6,6,5775285,R,False,Accept
478,72,M,Bach,9,5,9402303,R,False,Accept
479,66,M,Ad. Dip,19,8,1336270,R,NaN,Reject
480,70,M,Bach,8,8,4269729,R,True,Accept
481,76,M,Mst,0,0,5394516,R,False,Accept
482,75,M,Ad. Dip,7,7,7509022,R,False,Accept
483,58,M,Ad. Dip,17,4,7885044,R,True,Accept
484,23,M,Dip,17,9,5305177,R,False,Reject
485,24,M,Bach,1,1,5656977,R,True,Accept
486,62,M,Mst,2,2,4218141,R,False,Reject
487,43,M,Bach,12,12,9674102,R,False,Accept
488,57,M,Mst,17,5,4503934,R,False,Accept
489,37,M,Bach,12,12,975686,R,False,Accept
490,45,M,Bach,19,4,1882143,R,True,Reject
491,27,M,Bach,6,6,924892,R,False,Accept
492,24,M,Mst,6,6,3376799,R,False,Accept
493,60,M,Doct,6,6,2296989,R,False,Reject
494,53,F,Ad. Dip,7,7,2915711,R,False,Reject
495,66,M,Bach,3,3,5616939,R,True,Accept
496,67,M,Bach,19,6,5188656,R,False,Accept
497,68,M,Bach,5,5,6164905,R,True,Accept
498,68,M,Mst,9,8,9287205,N,False,Accept
499,46,M,P. Doct,10,10,8097859,R,False,Accept
500,78,M,Mst,0,0,354766,R,False,Accept
501,68,M,Dip,1,1,1810800,R,False,Reject
502,30,M,Dip,6,4,3909537,R,False,Accept
503,54,F,Doct,20,11,1375658,R,True,Accept
504,39,M,Dip,14,8,9574183,R,True,Accept
505,76,F,Mst,6,6,5136629,R,False,Accept
506,27,M,Bach,6,6,924892,R,False,Accept
507,27,M,Mst,9,4,6889369,R,False,Accept
508,51,M,Bach,6,4,7942966,R,True,Accept
509,64,M,Bach,10,10,8753203,R,True,Accept
510,79,M,P. Doct,1,1,8459716,R,False,Accept
511,63,F,Bach,3,3,7363011,O,False,Accept
512,45,M,Mst,3,3,462027,R,False,Accept
513,69,M,Bach,12,12,8463555,R,False,Accept
514,50,F,Ad. Dip,17,7,288761,R,False,Reject
515,65,M,Bach,4,3,8720580,R,True,Accept
516,29,M,Doct,11,5,1392884,R,True,Accept
517,68,M,Dip,1,1,1810800,R,False,Reject
518,61,M,Mst,11,6,3392005,R,False,Accept
519,50,M,Bach,13,11,9543987,R,False,Accept
520,60,M,Mst,4,4,5021477,R,False,Accept
521,33,M,Bach,6,6,3169625,R,False,Accept
522,50,M,Bach,11,4,2942291,O,False,Accept
523,37,M,Mst,5,5,6357644,R,False,Accept
524,65,M,Mst,18,8,9572208,R,False,Accept
525,42,M,Dip,17,14,5117590,R,False,Accept
526,26,M,Mst,2,2,5131419,NaN,False,Reject
527,40,M,Dip,17,5,713017,R,True,Reject
528,48,M,Mst,13,13,3479914,R,False,Accept
529,72,M,Bach,14,11,2175504,R,False,Accept
530,29,M,Mst,2,2,5557295,R,False,Accept
531,49,M,Bach,12,3,7677453,R,True,Accept
532,77,M,Dip,18,13,4167093,O,False,Accept
533,42,M,Dip,10,4,523864900,O,True,Accept
534,52,M,Bach,11,3,3789446,R,False,Accept
535,46,M,Doct,19,5,4954873,R,False,Accept
536,68,M,Doct,3,3,3055894,R,False,Accept
537,79,M,Bach,18,12,6535026,R,False,Accept
538,59,F,P. Doct,18,3,4638141,R,False,Accept
539,70,M,Bach,18,13,1551042,R,False,Reject
540,57,M,Ad. Dip,6,6,5775285,R,False,Accept
541,68,M,Mst,17,14,8456007,R,False,Accept
542,40,F,Ad. Dip,10,9,7790773,R,True,Reject
543,71,M,P. Doct,16,7,1453061,R,False,Accept
544,26,M,Ad. Dip,12,4,5822214,R,False,Reject
545,36,M,Doct,12,7,8845971,R,True,Accept
546,77,M,Ad. Dip,11,11,3189526,N,False,Accept
547,39,M,Ad. Dip,1,1,3255445,R,True,Accept
548,33,M,Ad. Dip,7,7,4868676,R,True,Accept
549,44,M,Bach,18,9,353654,O,False,Accept
550,71,M,P. Doct,16,7,1453061,R,False,Accept
551,34,M,Bach,2,2,7747297,R,False,Accept
552,23,M,Bach,3,3,7217848,R,False,Accept
553,43,F,Bach,4,4,7059372,O,False,Accept
554,66,M,Ad. Dip,19,8,1336270,R,False,Reject
555,78,M,Bach,0,0,4660756,R,True,Accept
556,43,M,Bach,14,12,1242747,R,True,Accept
557,23,M,Mst,17,8,4137042,R,True,Accept
558,39,M,Doct,6,6,5109740,R,False,Reject
559,74,M,Bach,2,2,5697624,R,True,Accept
560,47,M,Dip,19,6,6174825,R,False,Accept
561,27,M,Mst,10,4,4707147,R,False,Accept
562,70,M,Mst,16,11,7667833,R,False,Accept
563,31,M,Doct,6,6,8757398,R,True,Accept
564,75,M,Doct,2,2,4846957,R,True,Accept
565,71,F,Ad. Dip,7,3,2090531,R,False,Reject
566,26,M,P. Doct,6,6,2244337,R,True,Accept
567,72,M,Doct,14,4,4066708,R,False,Accept
568,62,M,Doct,2,2,4356905,N,True,Accept
569,61,M,Ad. Dip,3,3,1669654,R,False,Reject
570,67,M,Bach,4,4,749226,R,True,Accept
571,58,M,Doct,16,14,2561078,R,False,Accept
572,42,M,Mst,16,5,3979671,R,True,Accept
573,48,F,Mst,15,14,9620139,N,True,Accept
574,77,M,Mst,18,14,8830162,R,False,Accept
575,28,M,Mst,7,7,3557737,R,False,Reject
576,25,F,P. Doct,17,9,499939,R,True,Accept
577,70,M,Mst,6,4,6706117,R,False,Accept
578,68,M,Bach,18,14,1808178,R,True,Accept
579,55,M,Mst,10,8,2542814,R,False,Accept
580,34,M,Ad. Dip,6,6,2453112,R,False,Reject
581,60,M,Bach,5,3,3679043,R,False,Accept
582,22,M,Doct,13,13,8296594,R,False,Accept
583,26,M,Ad. Dip,18,10,759604,R,False,Reject
584,77,M,Mst,18,6,5093372,R,False,Accept
585,71,F,Bach,14,12,3941355,R,False,Accept
586,31,M,Bach,3,3,9750930,R,True,Reject
587,27,M,Doct,10,8,6987406,R,False,Reject
588,64,M,Dip,3,3,5099623,R,False,Accept
589,34,M,Bach,18,10,4739684,R,False,Accept
590,76,F,Mst,6,6,5136629,R,False,Accept
591,78,M,Bach,2,2,2451695,R,True,Accept
592,54,M,Bach,9,9,6260643,R,False,Accept
593,45,M,Bach,5,3,1929764,R,False,Accept
594,72,M,Mst,19,4,7084312,R,False,Accept
595,46,M,Bach,17,11,4772948,R,False,Accept
596,62,M,Mst,19,12,6006615,R,False,Accept
597,58,M,Dip,5,5,757960,R,True,Reject
598,67,M,Bach,6,5,4069436,R,True,Reject
599,23,M,Bach,6,6,5641705,R,False,Accept
600,67,M,Doct,7,7,7273711,R,False,Accept
601,65,M,Ad. Dip,12,10,7530512,R,False,Reject
602,40,M,Mst,8,5,8939837,R,False,Accept
603,46,M,P. Doct,10,10,8097859,R,False,Accept
604,53,M,Bach,2,2,8433991,O,True,Accept
605,41,M,Dip,3,3,3043623,R,False,Accept
606,77,M,Dip,18,11,3460313,R,True,Accept
607,48,M,Ad. Dip,12,4,6911597,R,False,Accept
608,61,M,Mst,19,3,9685181,R,True,Accept
609,77,M,Mst,12,12,2727257,R,False,Accept
610,64,F,Bach,11,4,9211303,R,True,Accept
611,77,M,Dip,0,0,150879,N,True,Reject
612,47,M,Bach,3,3,6646287,R,False,Accept
613,71,M,Doct,0,0,8397564,R,False,Accept
614,74,M,Doct,17,7,456398,R,True,Accept
615,75,M,Bach,2,2,3603703,O,False,Accept
616,66,M,P. Doct,15,14,612912,R,False,Accept
617,68,M,Mst,5,5,3022992,R,False,Accept
618,57,M,Bach,3,3,2854227,R,False,Accept
619,75,M,Ad. Dip,20,12,1925567,O,True,Reject
620,79,M,P. Doct,2,2,1532701,R,False,Accept
621,59,M,Mst,10,6,4925213,N,True,Accept
622,58,M,Doct,10,4,6244382,R,False,Accept
623,26,M,Dip,10,10,3871972,R,False,Accept
624,68,M,Mst,9,8,9287205,N,False,Accept
625,78,M,Bach,0,0,4660756,R,True,Accept
626,74,M,Bach,13,9,7583437,O,True,Accept
627,39,M,Bach,1,1,5448587,R,False,Accept
628,25,M,Ad. Dip,18,6,2503612,R,False,Reject
629,54,M,Mst,6,6,3057698,R,False,Accept
630,44,M,Ad. Dip,16,5,998868,R,False,Reject
631,46,M,Bach,15,5,5287693,R,False,Accept
632,48,M,Dip,11,11,9267569,R,False,Reject
633,69,F,Mst,9,5,8360356,R,False,Accept
634,46,M,Ad. Dip,15,14,5365427,R,False,Accept
635,77,M,Mst,18,14,8830162,R,False,Accept
636,61,M,Doct,9,3,8190070,R,True,Accept
637,31,M,Bach,9,9,9723891,R,True,Accept
638,32,M,Mst,11,8,3508614,R,False,Accept
639,70,M,Bach,12,8,3983449,R,False,Accept
640,72,M,Dip,12,12,2307642,NaN,False,Reject
641,24,M,Bach,1,1,5656977,R,True,Accept
642,78,M,Doct,6,6,4957836,R,False,Accept
643,21,M,Bach,11,6,7280359,R,False,Reject
644,48,M,Dip,11,11,9267569,R,False,Reject
645,68,M,P. Doct,19,14,243245,R,False,Accept
646,57,M,Dip,19,9,6420146,R,True,Accept
647,22,M,Doct,13,13,8296594,R,False,Accept
648,73,M,Bach,16,10,4171960,R,False,Accept
649,64,M,Bach,10,10,8753203,R,True,Accept
650,56,M,Dip,4,4,7756519,R,False,Reject
651,38,M,Mst,5,5,5990216,R,False,Accept
652,39,M,P. Doct,10,3,6372556,R,True,Accept
653,75,M,Ad. Dip,7,7,7509022,R,False,Accept
654,39,M,Bach,7,7,7861257,R,True,Accept
655,51,M,Mst,9,8,224204,N,False,Accept
656,77,M,Mst,15,8,3685843,N,False,Accept
657,62,M,Dip,8,8,9317664,R,True,Accept
658,51,M,Bach,16,12,4796189,R,False,Accept
659,60,M,Bach,17,6,6614337,R,True,Accept
660,60,M,Doct,17,4,1033781,R,True,Accept
661,60,M,Ad. Dip,7,7,9390552,R,True,Accept
662,50,M,Doct,2,2,9055305,R,False,Reject
663,46,M,Dip,12,8,1655968,R,False,Reject
664,76,M,Bach,19,5,7524377,R,False,Accept
665,54,M,Doct,15,5,3935358,N,True,Accept
666,69,M,Ad. Dip,8,8,1818927,R,False,Reject
667,68,M,Dip,1,1,1810800,R,False,Reject
668,45,M,Ad. Dip,0,0,340075,R,False,Reject
669,72,M,P. Doct,17,13,6975315,R,False,Accept
670,25,F,P. Doct,17,9,499939,R,True,Accept
671,77,M,Mst,18,14,8830162,R,False,Accept
672,32,M,Mst,11,8,3508614,R,False,Accept
673,61,M,Dip,13,10,5533812,O,True,Accept
674,72,M,Dip,8,8,1904060,R,False,Reject
675,47,M,Ad. Dip,12,5,2572494,R,False,Reject
676,70,M,NaN,6,6,6028273,R,True,Accept
677,40,M,Doct,9,9,5646079,R,False,Accept
678,32,M,Mst,9,9,754974,R,False,Accept
679,28,M,Dip,5,5,681770,R,True,Reject
680,77,M,Mst,10,9,702863,R,False,Accept
681,59,M,Bach,15,8,7977107,R,False,Accept
682,69,M,Bach,0,0,4545563,R,True,Accept
683,33,M,Bach,6,6,3169625,R,False,Accept
684,41,M,Doct,15,14,5866909,R,False,Accept
685,79,M,NaN,18,12,6535026,R,False,Accept
686,68,M,Bach,18,14,1808178,R,True,Accept
687,35,M,Ad. Dip,8,8,3734131,R,False,Reject
688,55,M,Bach,18,10,3861206,R,False,Accept
689,77,M,Mst,18,14,88301,R,False,Accept
690,22,M,Doct,14,5,4931330,R,True,Accept
691,60,M,Ad. Dip,14,12,2327580,R,False,Reject
692,22,M,Bach,3,3,450549,R,True,Accept
693,66,M,P. Doct,15,14,612912,R,False,Accept
694,77,M,Dip,20,6,2608473,R,False,Reject
695,45,M,Doct,15,6,4468065,R,False,Accept
696,24,F,Mst,10,10,2431771,R,False,Accept
697,38,M,Mst,4,4,5375354,R,False,Accept
698,54,M,P. Doct,5,5,7686220,N,True,Accept
699,60,M,Bach,10,4,8135531,O,False,Accept
700,760,F,Mst,6,6,5136629,R,False,Accept
701,79,M,P. Doct,20,6,2415720,R,False,Accept
702,70,M,Bach,18,13,1551042,R,False,Reject
703,60,M,Doct,16,3,5886958,R,False,Accept
704,37,M,Bach,12,12,975686,R,False,Accept
705,27,M,Ad. Dip,12,4,182326,R,True,Reject
706,71,F,Ad. Dip,7,3,2090531,R,False,Reject
707,79,M,Dip,11,4,1759952,R,True,Reject
708,41,M,Ad. Dip,2,2,4392927,R,False,Reject
709,70,M,Mst,6,4,6706117,R,False,Accept
710,34,M,Doct,20,3,1303701,R,False,Reject
711,40,M,Mst,7,7,22921,R,False,Accept
712,42,M,Ad. Dip,18,13,3589662,R,True,Accept
713,39,M,Dip,14,8,9574183,R,True,Accept
714,37,M,Bach,17,7,7257940,R,False,Accept
715,76,F,Mst,6,6,5136629,R,False,Accept
716,72,M,Dip,8,8,1904060,R,False,Reject
717,27,M,Ad. Dip,7,7,4062276,R,False,Accept
718,78,M,Dip,12,10,2304265,R,False,Reject
719,40,M,Bach,0,0,4940597,O,False,Accept
720,50,M,Bach,11,4,2942291,O,False,Accept
721,60,M,Mst,3,3,6468679,R,True,Accept
722,26,M,P. Doct,6,6,2244337,R,True,Reject
723,25,F,P. Doct,17,9,499939,R,True,Accept
724,60,F,Bach,4,4,4759451,R,False,Accept
725,24,M,Bach,11,11,3006454,N,False,Accept
726,63,M,Bach,19,14,3304937,R,True,Accept
727,26,M,Dip,10,10,3871972,R,False,Accept
728,79,M,Mst,5,4,651925,R,False,Accept
729,41,M,Mst,6,3,7591621,O,False,Reject
730,26,M,P. Doct,0,0,8801121,R,True,Accept
731,56,M,P. Doct,18,9,6171221,R,False,Accept
732,42,M,Ad. Dip,18,13,3589662,R,True,Accept
733,75,M,Ad. Dip,6,6,5904431,R,True,Accept
734,32,M,Mst,11,8,3508614,R,False,Accept
735,57,M,Doct,12,6,733884,R,False,Accept
736,29,M,Bach,16,11,6138360,R,True,Accept
737,30,M,Doct,14,6,6374359,R,True,Accept
738,63,M,Doct,6,6,8036522,R,False,Accept
739,75,M,Mst,5,5,7662119,R,True,Accept
740,27,M,Ad. Dip,16,14,1697857,R,False,Reject
741,28,M,Ad. Dip,18,14,7054211,R,False,Accept
742,73,M,Doct,4,4,3426695,R,False,Accept
743,61,M,Dip,9,4,5316246,R,True,Accept
744,29,M,Bach,0,0,785874,R,False,Accept
745,70,F,Dip,9,5,7363274,R,False,Accept
746,78,M,Bach,13,3,6561990,R,False,Accept
747,47,M,Mst,3,3,9173731,R,False,Accept
748,79,M,P. Doct,1,1,8459716,R,False,Accept
749,32,M,P. Doct,5,4,3167295,R,True,Accept
750,28,M,Mst,10,7,1232057,O,False,Accept
751,48,M,Dip,18,10,5356329,N,False,Accept
752,72,M,Bach,12,12,53886,R,True,Accept
753,42,M,Bach,18,14,4792051,O,False,Accept
754,79,M,P. Doct,2,2,1532701,R,False,Accept
755,74,M,Ad. Dip,0,0,6809745,R,True,Accept
756,53,M,Bach,1,1,8512871,R,False,Accept
757,60,M,Ad. Dip,9,9,7488205,R,False,Reject
758,61,M,Mst,11,11,2615443,R,True,Accept
759,31,M,Mst,0,0,3003215,R,False,Accept
760,74,M,Doct,17,7,456398,R,True,Accept
761,50,M,P. Doct,9,9,5094060,R,True,Accept
762,77,M,Dip,7,5,9776427,R,True,Accept
763,40,M,Ad. Dip,13,7,9672890,R,True,Accept
764,59,M,Bach,15,8,7977107,R,False,Accept
765,27,M,Mst,3,3,2572958,R,False,Accept
766,79,M,Mst,12,5,3105209,R,False,Accept
767,56,M,Dip,13,8,674413400,R,True,Accept
768,78,M,Mst,8,8,3422262,R,True,Accept
769,73,M,Doct,17,5,5725424,R,False,Accept
770,51,M,Bach,15,6,2307924,R,True,Accept
771,42,M,Ad. Dip,4,4,8092590,R,False,Accept
772,62,M,Mst,0,0,7990740,R,False,Accept
773,24,M,Doct,8,7,7853718,R,False,Accept
774,57,M,Mst,17,5,4503934,R,False,Accept
775,49,M,Doct,19,9,1625328,R,True,Accept
776,24,M,Bach,1,1,5656977,R,True,Accept
777,58,M,Dip,5,5,757960,R,True,Reject
778,50,M,P. Doct,3,3,1865410,R,True,Accept
779,70,M,Bach,16,8,655331,R,False,Accept
780,25,M,Bach,13,11,9294943,R,False,Accept
781,37,M,Mst,7,6,2493344,R,True,Accept
782,41,M,Dip,16,7,5523182,R,True,Accept
783,40,M,Dip,9,7,6877905,R,True,Accept
784,46,M,Bach,16,3,5160725,R,False,Accept
785,63,M,Doct,15,7,2477727,R,False,Reject
786,22,M,Ad. Dip,2,2,8437491,R,False,Reject
787,48,M,Doct,9,3,9993798,R,False,Accept
788,63,M,Doct,6,6,8036522,R,False,Accept
789,43,M,Doct,0,0,4110066,R,False,Accept
790,21,M,Bach,18,11,3474234,R,False,Accept
791,66,M,Bach,8,8,1325345,R,False,Accept
792,22,M,Bach,3,3,450549,R,True,Accept
793,35,M,Ad. Dip,9,9,2742207,R,False,Reject
794,30,M,Dip,10,10,5250888,R,False,Accept
795,65,M,Bach,4,3,8720580,R,True,Accept
796,63,M,Bach,13,10,9254833,R,True,Accept
797,37,F,Mst,6,6,1392082,R,False,Accept
798,28,M,Dip,5,5,681770,R,True,Reject
799,51,M,P. Doct,3,3,5106544,R,False,Accept
800,37,M,Ad. Dip,19,14,9612466,R,True,Reject
801,48,M,Dip,20,6,7358204,R,True,Reject
802,60,M,Doct,20,7,6775535,R,False,Accept
803,23,F,Ad. Dip,18,8,3147606,O,False,Accept
804,62,M,Doct,10,8,4834057,R,False,Accept
805,23,M,Mst,6,6,4070923,R,True,Accept
806,48,F,Dip,6,6,5675460,R,False,Accept
807,24,F,Mst,10,10,2431771,R,False,Accept
808,76,M,Mst,0,0,5394516,R,False,Accept
809,77,M,Bach,7,7,5914736,R,False,Accept
810,51,M,Bach,2,2,7794515,R,False,Reject
