Id,Age,MF,LoE,YoW,YoCW,Income,Housing,Car,Res
1210,45,M,Ad. Dip,20,8,1463112,R,False,Reject
1211,42,M,Dip,3,3,7441072,R,False,Accept
1212,72,M,Bach,14,6,8925422,R,True,Accept
1213,41,M,Dip,16,7,5523182,R,True,Accept
1214,47,M,Ad. Dip,11,6,624985,R,False,Reject
1215,48,M,P. Doct,2,2,5648251,R,True,Accept
1216,60,M,Ad. Dip,9,9,7488205,R,False,Reject
1217,48,M,Dip,11,11,9267569,R,False,Accept
1218,24,M,Bach,1,1,5656977,R,True,Accept
1219,27,M,Ad. Dip,12,4,182326,R,True,Reject
1220,39,M,Doct,12,8,5052756,R,True,Accept
1221,54,M,Mst,6,6,3057698,R,False,Accept
1222,60,M,Doct,20,7,6775535,R,False,Accept
1223,76,M,Dip,2,2,5186187,R,False,Reject
1224,31,M,Dip,1,1,1279896,R,True,Reject
1225,56,M,Bach,16,3,8808852,R,False,Accept
1226,62,M,Bach,8,8,5688746,R,True,Accept
1227,26,M,Mst,2,2,5131419,R,False,Reject
1228,70,M,Doct,16,14,9500602,R,False,Accept
1229,55,M,Mst,10,8,2542814,R,False,Accept
1230,54,M,Bach,14,3,214045,R,False,Accept
1231,22,F,Ad. Dip,16,6,2447892,R,False,Reject
1232,73,M,Mst,4,4,846114,R,False,Accept
1233,54,M,Doct,13,3,6415225,R,False,Accept
1234,37,M,Bach,14,6,413950,R,False,Accept
1235,29,M,Doct,11,5,1392884,R,True,Accept
1236,40,M,Doct,3,3,6200661,R,False,Accept
1237,40,M,Mst,8,5,8939837,R,False,Accept
1238,41,M,Bach,8,8,9961539,O,True,Accept
1239,29,M,Mst,2,2,5557295,R,False,Accept
1240,35,M,Mst,9,7,1666705,R,NaN,Accept
1241,41,M,Bach,12,3,3755934,R,False,Accept
1242,53,F,Ad. Dip,7,7,2915711,R,False,Reject
1243,76,M,Bach,19,5,7524377,R,False,Accept
1244,72,M,Bach,14,6,8925422,R,True,Accept
1245,77,M,Dip,20,6,2608473,R,False,Reject
1246,43,M,Doct,16,4,2814087,R,True,Accept
1247,65,M,Bach,6,6,7767461,O,False,Accept
1248,67,M,Doct,7,7,7273711,R,False,Accept
1249,64,F,Bach,7,7,2212744,R,False,Accept
1250,30,M,Dip,2,2,5468664,R,False,Reject
1251,23,M,Mst,17,11,2860021,N,False,Accept
1252,55,M,Dip,13,13,4642438,R,False,Reject
1253,31,F,NaN,19,7,7204121,R,False,Accept
1254,27,M,Doct,9,3,9025787,R,False,Accept
1255,70,M,Mst,16,11,7667833,R,False,Accept
1256,79,M,Dip,7,7,2810048,R,False,Reject
1257,56,M,Doct,2,2,9627539,R,True,Accept
1258,60,M,Mst,4,4,5021477,R,False,Accept
1259,48,M,Bach,4,3,4507766,R,False,Accept
1260,48,F,Ad. Dip,2,2,6805823,R,True,Accept
1261,78,M,Doct,17,8,3469743,R,NaN,Accept
1262,39,M,Bach,1,1,5448587,R,False,Accept
1263,63,M,Bach,5,5,5269149,R,True,Accept
1264,32,M,P. Doct,5,4,3167295,R,True,Accept
1265,21,M,Mst,20,5,9138975,O,False,Reject
1266,65,M,Doct,15,6,4281675,R,False,Accept
1267,45,M,Ad. Dip,6,6,6409449,R,False,Accept
1268,29,M,Mst,2,2,5557295,R,False,Accept
1269,29,M,Bach,3,3,3242214,R,False,Accept
1270,64,M,Bach,10,10,8753203,R,True,Accept
1271,24,M,Bach,15,5,6972015,R,False,Accept
1272,37,M,Mst,19,10,7245269,R,False,Accept
1273,68,M,Bach,18,14,1808178,R,True,Accept
1274,56,M,Dip,13,8,6744134,R,True,Reject
1275,25,M,Ad. Dip,18,6,2503612,R,False,Reject
1276,60,M,Doct,16,3,5886958,R,False,Accept
1277,67,M,Bach,8,3,2060668,R,True,Accept
1278,32,M,Mst,11,8,3508614,R,False,Accept
1279,59,F,Doct,1,1,7511735,R,False,Accept
1280,51,M,Mst,19,8,3932375,R,True,Accept
1281,70,M,Mst,19,13,5778620,R,True,Accept
1282,45,M,Ad. Dip,20,8,1463112,R,False,Reject
1283,79,M,Mst,12,5,3105209,R,False,Accept
1284,47,F,Dip,14,13,9653146,R,False,Accept
1285,21,F,Mst,8,7,16890,R,False,Accept
1286,28,M,Bach,9,9,5178562,R,False,Accept
1287,21,M,Dip,7,7,3873393,R,True,Reject
1288,48,M,Ad. Dip,18,6,529939,R,False,Reject
1289,61,M,Mst,9,9,527900,R,True,Reject
1290,63,M,Bach,19,14,3304937,R,True,Accept
1291,75,M,Doct,2,2,4846957,R,True,Accept
1292,60,F,Bach,4,4,4759451,R,False,Accept
1293,74,M,Bach,13,9,7583437,O,True,Accept
1294,70,M,Mst,19,13,5778620,R,True,Accept
1295,48,F,Bach,15,3,6716922,R,True,Accept
1296,53,M,Dip,4,4,8679480,R,False,Accept
1297,60,M,Mst,17,11,1357022,R,True,Reject
1298,39,M,Doct,14,7,8811537,R,False,Accept
1299,47,M,Mst,14,3,747665,R,True,Reject
1300,70,M,Bach,16,8,655331,R,False,Accept
1301,71,M,P. Doct,16,7,1453061,R,False,Accept
1302,57,M,Bach,3,3,2854227,R,False,Accept
1303,75,M,Bach,9,3,9689527,R,False,Reject
1304,59,M,Mst,12,8,9885445,R,False,Accept
1305,70,F,NaN,9,5,7363274,R,False,Accept
1306,50,M,Mst,6,6,4032380,R,False,Accept
1307,45,M,Bach,11,8,4547051,R,False,Accept
1308,22,F,Ad. Dip,16,6,2447892,R,False,Reject
1309,39,F,Doct,20,3,4671184,R,True,Accept
1310,70,M,Mst,6,4,6706117,R,False,Accept
1311,48,F,Dip,2,2,368667,R,False,Reject
1312,76,M,Bach,8,5,7332667,R,False,Accept
1313,52,M,Bach,7,7,2162328,R,False,Accept
1314,22,M,Mst,15,7,3791460,R,False,Accept
1315,27,M,Mst,10,4,4707147,R,False,Accept
1316,71,M,Mst,8,7,5300443,R,True,Accept
1317,59,M,Mst,19,10,4820444,R,True,Accept
1318,75,F,Bach,8,8,3125755,R,False,Accept
1319,50,M,Mst,1,1,4209565,R,False,Reject
1320,23,M,Dip,20,3,2183371,O,False,Reject
1321,68,M,P. Doct,19,14,243245,R,False,Accept
1322,470,M,Dip,20,8,9016179,R,True,Accept
1323,66,M,Dip,6,6,6691539,R,False,Accept
1324,75,M,Ad. Dip,20,12,1925567,O,True,Reject
1325,49,M,Bach,12,4,8545933,R,True,Accept
1326,66,M,Bach,3,3,5616939,R,True,Accept
1327,39,M,Ad. Dip,1,1,3255445,R,True,Accept
1328,25,M,Bach,18,12,389805,R,False,Accept
1329,62,M,Doct,2,2,4356905,N,True,Accept
1330,24,M,Mst,6,6,9111852,R,True,Accept
1331,37,M,Doct,7,7,2344126,R,True,Accept
1332,44,M,Ad. Dip,16,5,998868,R,False,Reject
1333,76,M,Ad. Dip,12,4,1258983,R,False,Reject
1334,21,M,Mst,13,10,2726309,R,True,Accept
1335,45,F,Bach,3,3,6789928,R,False,Accept
1336,45,F,Doct,1,1,5505572,R,True,Accept
1337,72,F,P. Doct,18,4,220528,R,False,Accept
1338,31,M,Bach,20,3,1006955,R,True,Accept
1339,27,M,Ad. Dip,12,4,182326,R,True,Reject
1340,48,M,Bach,6,6,9775346,R,False,Reject
1341,68,M,Bach,20,11,6973369,R,False,Reject
1342,75,M,Ad. Dip,20,12,1925567,O,True,Reject
1343,39,M,Dip,7,7,6979096,R,False,Accept
1344,24,F,Mst,10,10,2431771,R,False,Accept
1345,49,M,Ad. Dip,8,8,9008586,R,False,Accept
1346,29,M,Mst,2,2,5557295,R,False,Accept
1347,66,M,P. Doct,15,14,612912,R,False,Accept
1348,35,M,Mst,9,7,1666705,R,True,Accept
1349,22,M,Mst,15,7,3791460,R,False,Accept
1350,55,M,Dip,16,8,9472148,R,False,Accept
1351,76,M,Bach,9,9,90178,R,False,Accept
1352,30,F,Dip,0,0,4477660,R,True,Accept
1353,33,M,Bach,8,4,704775,R,False,Accept
1354,31,M,Bach,17,4,75494,R,False,Accept
1355,46,M,Bach,19,11,6178223,O,True,Accept
1356,53,M,Doct,18,12,9757979,R,False,Accept
1357,47,M,Bach,6,6,3483388,R,False,Accept
1358,72,M,Mst,19,4,7084312,R,False,Accept
1359,44,M,Bach,18,9,353654,O,False,Accept
1360,53,F,Mst,16,7,5569351,R,False,Accept
1361,45,M,Doct,13,5,4807368,O,True,Accept
1362,21,M,Doct,5,5,4239717,R,False,Accept
1363,74,M,Bach,1,1,8451218,R,False,Accept
1364,22,M,Bach,11,3,9127290,R,False,Accept
1365,48,M,Bach,6,6,9775346,R,False,Reject
1366,58,M,Doct,10,4,6244382,R,False,Accept
1367,34,F,Ad. Dip,0,0,2882498,R,False,Reject
1368,70,M,Doct,17,13,3247184,R,True,Accept
1369,39,M,Bach,14,11,543441,R,True,Accept
1370,78,M,Dip,12,10,2304265,R,False,Reject
1371,56,M,P. Doct,20,6,3278154,R,False,Accept
1372,26,M,P. Doct,6,6,2244337,R,True,Reject
1373,55,M,Bach,13,11,7512179,R,False,Accept
1374,27,M,Bach,15,5,5512191,R,False,Accept
1375,63,M,Bach,3,3,2411292,R,False,Accept
1376,78,F,Mst,12,6,6487755,O,False,Accept
1377,56,M,Dip,2,2,2362103,R,False,Reject
1378,64,M,Dip,13,4,4651030,R,True,Accept
1379,42,M,Bach,18,3,8056757,R,False,Accept
1380,78,M,Ad. Dip,18,5,3654298,R,True,Accept
1381,54,M,Mst,6,6,3057698,R,False,Accept
1382,24,M,Doct,2,2,6626762,R,False,Accept
1383,62,M,Mst,19,6,4347061,R,True,Accept
1384,30,M,Doct,19,12,8760061,R,False,Accept
1385,74,M,Mst,9,5,9693465,R,False,Accept
1386,26,M,Dip,0,0,1821438,R,True,Reject
1387,78,M,Doct,17,8,3469743,R,False,Accept
1388,58,M,Doct,3,3,5372795,R,False,Accept
1389,55,M,Mst,5,5,7373361,R,False,Accept
1390,78,M,Dip,10,5,8776828,R,False,Accept
1391,49,F,Doct,20,7,1103708,N,False,Reject
1392,73,M,Doct,17,5,5725424,R,False,Accept
1393,56,M,Bach,16,3,8808852,R,NaN,Reject
1394,67,M,Bach,3,3,1683313,R,False,Accept
1395,25,F,P. Doct,17,9,499939,R,True,Accept
1396,23,M,Bach,11,11,7628018,O,False,Reject
1397,56,M,P. Doct,20,6,3278154,R,False,Accept
1398,50,M,Bach,13,3,9213176,R,False,Accept
1399,39,M,Ad. Dip,1,1,3255445,R,True,Accept
1400,22,M,Ad. Dip,2,2,8437491,R,False,Reject
1401,56,M,Dip,2,2,2362103,R,False,Reject
1402,34,M,Bach,2,2,8096506,R,True,Accept
1403,30,M,Doct,19,12,8760061,R,False,Accept
1404,25,M,Bach,18,12,389805,R,False,Accept
1405,78,M,Dip,12,10,2304265,R,False,Reject
1406,54,M,Dip,13,3,4323553,R,False,Accept
1407,37,M,Mst,19,10,724526900,R,False,Accept
1408,63,M,P. Doct,14,14,3255548,R,False,Accept
1409,77,M,Dip,7,5,9776427,R,True,Accept
1410,78,M,Bach,19,3,2926477,R,False,Accept
1411,58,M,Ad. Dip,5,5,4979199,R,False,Accept
1412,26,M,Dip,10,10,3871972,R,False,Accept
1413,26,M,Ad. Dip,13,7,7458144,R,True,Accept
1414,23,M,Ad. Dip,18,11,6881187,R,False,Accept
1415,69,F,Doct,19,11,9224297,O,True,Accept
1416,66,M,Mst,8,6,3046534,R,False,Accept
1417,46,M,Bach,16,3,5160725,R,False,Accept
1418,53,M,Doct,4,4,5911221,R,False,Accept
1419,42,M,Mst,16,5,3979671,R,True,Accept
1420,39,F,Doct,20,3,4671184,R,True,Accept
1421,57,M,Mst,4,4,7555360,R,False,Accept
1422,34,M,Bach,12,9,6634248,R,False,Accept
1423,48,M,Bach,6,6,9775346,R,False,Accept
1424,61,M,Dip,13,10,5533812,O,True,Accept
1425,40,M,Mst,8,5,8939837,R,False,Accept
1426,66,M,P. Doct,2,2,5681527,R,False,Accept
1427,45,M,Doct,13,5,4807368,O,NaN,Accept
1428,44,M,Ad. Dip,16,5,998868,R,False,Reject
1429,22,M,Doct,18,8,4089728,R,False,Accept
1430,77,M,Dip,16,7,2940425,R,True,Reject
1431,22,M,Bach,11,3,9127290,R,False,Reject
1432,75,F,NaN,8,8,3125755,R,False,Accept
1433,66,M,Bach,15,13,8405858,R,True,Accept
1434,57,F,Bach,7,7,1364982,R,False,Accept
1435,60,M,Doct,1,1,4268171,R,True,Accept
1436,45,M,Bach,5,3,1929764,R,False,Reject
1437,62,M,P. Doct,9,9,3375231,R,False,Accept
1438,22,M,Bach,9,6,3140216,R,False,Accept
1439,42,M,Mst,13,4,6899078,R,False,Accept
1440,48,M,Bach,16,9,1996629,R,False,Accept
1441,69,M,Dip,5,5,8757417,R,True,Accept
1442,64,M,Ad. Dip,3,3,7458916,R,False,Accept
1443,67,M,Bach,4,4,749226,R,True,Accept
1444,21,M,Doct,0,0,6239164,R,False,Accept
1445,76,M,Bach,8,5,7332667,R,False,Accept
1446,54,M,Doct,3,3,4520166,R,False,Accept
1447,77,M,Mst,15,8,3685843,N,False,Accept
1448,22,M,Bach,15,7,7655074,R,False,Accept
1449,30,F,P. Doct,1,1,1818095,R,False,Reject
1450,38,M,Mst,5,5,5990216,R,False,Accept
1451,39,M,Doct,4,4,1600707,R,False,Accept
1452,42,M,Mst,16,5,3979671,R,True,Accept
1453,34,F,Mst,9,8,9705356,R,False,Accept
1454,37,M,Bach,12,12,975686,R,False,Accept
1455,71,M,P. Doct,6,6,8230205,R,True,Accept
1456,29,M,Mst,4,4,143036,R,False,Accept
1457,39,M,P. Doct,1,1,6043601,R,False,Reject
1458,57,M,Mst,6,6,1909861,R,True,Accept
1459,72,M,Dip,12,12,2307642,R,False,Reject
1460,57,M,Mst,17,5,4503934,R,False,Accept
1461,52,M,Ad. Dip,0,0,3356017,R,True,Accept
1462,53,M,Doct,18,12,9757979,R,False,Accept
1463,64,M,Dip,13,13,9538603,R,True,Accept
1464,67,M,Bach,19,6,5188656,R,False,Accept
1465,77,M,Ad. Dip,17,7,4056954,R,True,Accept
1466,77,M,Dip,7,5,9776427,R,True,Accept
1467,67,M,Bach,8,3,2060668,R,True,Accept
1468,53,M,Bach,12,11,6565653,O,False,Reject
1469,64,M,Ad. Dip,3,3,7458916,R,False,Accept
1470,74,M,Bach,16,11,1235759,R,True,Accept
1471,39,M,P. Doct,9,9,4072094,R,False,Accept
1472,65,M,Bach,19,11,3054126,O,True,Accept
1473,34,M,Bach,2,2,7747297,R,False,Accept
1474,68,M,Mst,9,9,651402,R,True,Accept
1475,32,M,Doct,15,11,6816199,R,True,Accept
1476,21,M,Mst,15,10,7246401,R,False,Accept
1477,33,F,Doct,12,11,7731278,R,False,Accept
1478,76,M,Dip,18,7,4512216,R,False,Accept
1479,37,M,Bach,17,7,7257940,R,False,Accept
1480,37,M,Ad. Dip,14,12,3741822,R,False,Accept
1481,26,M,Mst,17,11,1537208,R,False,Accept
1482,23,M,Mst,3,3,7058074,R,False,Accept
1483,48,M,Doct,4,4,6159929,R,False,Reject
1484,43,M,Bach,14,12,1242747,R,True,Accept
1485,57,M,Mst,4,4,7555360,R,False,Accept
1486,58,M,Doct,10,4,6244382,R,False,Accept
1487,42,M,Mst,7,7,9623497,R,True,Accept
1488,60,M,Doct,5,5,7098940,R,True,Accept
1489,26,M,Ad. Dip,12,4,5822214,R,False,Reject
1490,63,M,Dip,3,3,9046485,R,True,Accept
1491,22,M,Bach,11,3,9127290,R,False,Reject
1492,68,M,Mst,5,5,3022992,R,False,Accept
1493,39,M,P. Doct,10,3,6372556,R,True,Accept
1494,43,F,Mst,12,12,8574834,R,False,Accept
1495,61,M,Mst,3,3,6359903,R,True,Accept
1496,22,M,Bach,11,3,9127290,R,False,Reject
1497,30,M,Doct,14,6,6374359,R,True,Accept
1498,51,F,Mst,17,14,452661,R,False,Accept
1499,51,M,Mst,9,8,224204,N,False,Accept
1500,70,M,Bach,14,12,7177631,R,False,Accept
1501,48,M,Bach,6,6,2063905,R,False,Accept
1502,55,M,Mst,10,8,2542814,R,False,Accept
1503,49,M,Bach,6,4,5617242,R,False,Accept
1504,23,M,Doct,2,2,7541730,R,False,Accept
1505,71,M,Dip,5,5,5793046,R,False,Accept
1506,41,M,Doct,15,14,5866909,R,False,Accept
1507,26,M,P. Doct,6,6,2244337,R,True,Accept
1508,24,M,Bach,1,1,5656977,R,True,Accept
1509,33,M,Doct,1,1,1500230,R,True,Accept
1510,59,M,Bach,3,3,9804751,R,False,Accept
1511,24,M,Doct,17,14,1995634,R,False,Reject
1512,77,M,Dip,15,4,4194473,NaN,False,Reject
1513,76,M,Dip,18,7,4512216,R,False,Accept
1514,41,M,Ad. Dip,2,2,4392927,R,False,Reject
1515,50,M,Mst,1,1,4209565,R,False,Accept
1516,55,M,Ad. Dip,9,9,780090,N,False,Reject
1517,21,M,Mst,13,10,2726309,R,True,Accept
1518,30,M,Dip,6,4,3909537,R,False,Accept
1519,67,M,Dip,4,4,4763580,R,False,Accept
1520,60,M,Bach,10,4,8135531,O,False,Accept
1521,61,F,Ad. Dip,3,3,8454331,R,False,Accept
1522,48,M,Dip,11,11,9267569,R,False,Reject
1523,42,M,Mst,7,7,9623497,R,True,Accept
1524,32,M,Bach,17,7,3642033,R,False,Accept
1525,56,M,Bach,16,3,8808852,R,False,Reject
1526,55,M,Bach,18,10,3861206,R,False,Accept
1527,52,M,Bach,7,7,2162328,R,False,Accept
1528,62,M,Bach,12,7,912294,R,True,Accept
1529,27,M,Ad. Dip,7,7,4062276,R,False,Accept
1530,47,M,Ad. Dip,11,6,624985,R,False,Reject
1531,57,M,Bach,12,8,9530702,R,False,Accept
1532,55,M,Bach,2,2,4547766,R,True,Accept
1533,47,M,Ad. Dip,13,13,5338690,R,False,Accept
1534,39,M,Bach,11,11,4991059,R,False,Accept
1535,76,M,Bach,9,9,90178,R,False,Reject
1536,57,M,Bach,8,8,1486552,R,False,Accept
1537,26,M,P. Doct,0,0,8801121,R,True,Accept
1538,61,M,Dip,9,4,5316246,R,True,Accept
1539,76,M,Bach,8,8,8237019,R,True,Accept
1540,59,M,Mst,5,5,182308,R,False,Accept
1541,50,M,Mst,1,1,4209565,R,False,Reject
1542,42,M,Ad. Dip,4,4,80925,R,False,Accept
1543,26,M,Ad. Dip,13,7,7458144,R,True,Reject
1544,50,M,Doct,9,4,5301870,R,False,Accept
1545,56,M,P. Doct,1,1,1999332,R,False,Accept
1546,61,M,Ad. Dip,15,5,9036246,R,False,Reject
1547,47,M,Bach,8,8,8280136,R,False,Accept
1548,54,M,Ad. Dip,8,8,2562525,R,True,Reject
1549,30,M,Dip,10,10,5250888,R,False,Reject
1550,74,F,Doct,3,3,3905134,R,False,Accept
1551,78,M,Mst,8,8,3422262,R,True,Accept
1552,64,F,Bach,7,7,2212744,R,False,Accept
1553,70,M,Doct,16,14,9500602,R,False,Accept
1554,57,M,Bach,10,10,9803314,R,False,Accept
1555,55,M,Dip,16,8,9472148,R,False,Accept
1556,29,M,Mst,2,2,5557295,R,False,Accept
1557,67,M,Bach,6,5,4069436,R,True,Accept
1558,21,F,Mst,8,7,16890,R,False,Accept
1559,24,M,Ad. Dip,19,13,1056300,R,True,Reject
1560,52,M,Mst,7,3,2915841,R,False,Accept
1561,48,F,Dip,6,6,5675460,R,False,Accept
1562,50,M,P. Doct,9,9,5094060,R,True,Accept
1563,68,M,Bach,15,5,1578007,R,False,Accept
1564,26,M,Mst,2,2,5131419,NaN,False,Reject
1565,50,M,Doct,7,4,1381568,R,False,Accept
1566,76,M,Ad. Dip,12,4,1258983,R,False,Reject
1567,56,M,Ad. Dip,8,8,813705000,O,False,Accept
1568,69,M,Ad. Dip,8,8,1818927,R,False,Reject
1569,41,F,Mst,16,10,103611,R,False,Accept
1570,42,M,Bach,16,7,4590372,R,False,Accept
1571,66,M,Dip,6,6,6691539,R,False,Accept
1572,51,M,Mst,9,8,224204,N,False,Accept
1573,45,M,Doct,4,3,7641698,R,False,Accept
1574,44,M,P. Doct,18,14,8087598,R,False,Accept
1575,71,F,Ad. Dip,7,3,2090531,R,False,Reject
1576,59,M,Ad. Dip,14,9,2214416,R,True,Reject
1577,68,M,Bach,2,2,3503990,R,False,Reject
1578,74,M,Bach,1,1,8451218,R,False,Accept
1579,23,M,Bach,0,0,383282,R,True,Accept
1580,77,M,Dip,18,13,4167093,O,False,Accept
1581,72,F,Ad. Dip,19,3,1503033,R,False,Reject
1582,75,M,Mst,6,6,4305317,R,False,Accept
1583,32,M,Ad. Dip,7,7,1353064,R,False,Reject
1584,24,M,Ad. Dip,1,1,2630417,R,True,Reject
1585,53,M,Dip,15,5,3417203,R,False,Reject
1586,58,M,Mst,5,5,9400836,R,True,Accept
1587,60,M,Doct,12,10,4828285,R,True,Accept
1588,72,M,Doct,19,9,5123690,R,False,Accept
1589,31,M,Bach,20,3,1006955,R,True,Accept
1590,74,M,Mst,20,14,7109627,N,True,Accept
1591,480,M,P. Doct,2,2,3663967,R,True,Accept
1592,55,M,Dip,13,13,4642438,R,False,Reject
1593,74,F,Doct,3,3,3905134,R,False,Accept
1594,22,M,Ad. Dip,3,3,2974289,R,False,Reject
1595,56,M,Doct,15,8,9299383,R,False,Reject
1596,74,M,Bach,17,5,4935105,R,False,Accept
1597,30,M,P. Doct,16,5,4899333,R,True,Accept
1598,46,M,Doct,19,5,4954873,R,False,Accept
1599,78,M,Mst,0,0,354766,R,False,Accept
1600,57,M,Dip,7,7,3952093,R,False,Reject
1601,27,M,Ad. Dip,12,4,182326,R,True,Reject
1602,71,M,Mst,14,4,5977613,R,True,Accept
1603,51,M,Doct,15,5,2238029,R,True,Accept
1604,44,F,Mst,16,6,6619894,R,True,Accept
